"service_id","monday","tuesday","wednesday","thursday","friday","saturday","sunday","start_date","end_date"
"FS24_1769","1","1","1","1","1","0","1","20171216","20171222"
"FS24_1829","1","1","1","1","1","0","1","20171217","20171223"
"FS24_1763","1","1","1","1","1","0","1","20171213","20171219"
"FS24_2370","1","1","1","1","1","0","1","20171217","20171223"
"FS24_2301","1","1","1","1","1","0","1","20171216","20171222"
"FS33_13554","0","0","0","0","0","0","0","20171210","20180602"
"FS34_1824","1","1","1","1","1","1","0","20171214","20171220"
"FS34_1830","1","1","1","1","1","1","0","20171217","20171223"
"FS34_1656","1","1","1","1","1","1","0","20171217","20171223"
"FS34_1595","1","1","1","1","1","1","0","20171216","20171222"
"FS34_2371","1","1","1","1","1","1","0","20171217","20171223"
"FS34_1770","1","1","1","1","1","1","0","20171216","20171222"
"FS34_2302","1","1","1","1","1","1","0","20171216","20171222"
"FS34_1764","1","1","1","1","1","1","0","20171213","20171219"
"FS34_1757","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12781","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12626","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12597","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6857","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12525","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7191","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7003","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12496","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12568","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14419","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12670","1","1","1","1","1","1","0","20171210","20180603"
"FS37_13939","1","1","1","1","1","1","0","20171210","20180603"
"FS37_13058","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7098","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5037","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7080","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12853","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12896","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12953","1","1","1","1","1","1","0","20171210","20180603"
"FS37_13039","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12982","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7163","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12752","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11884","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14608","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11971","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11957","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6093","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6047","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6031","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11999","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11913","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12009","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5739","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11864","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5759","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5971","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11668","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5821","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5881","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5719","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12209","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14118","1","1","1","1","1","1","0","20171210","20180603"
"FS37_13874","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14161","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14005","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14192","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12332","1","1","1","1","1","1","0","20171210","20180603"
"FS37_11985","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6891","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12463","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12176","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12138","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12124","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12110","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12091","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12057","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12028","1","1","1","1","1","1","0","20171210","20180603"
"FS37_12285","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7230","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14307","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6649","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7299","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6610","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6570","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6399","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6760","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6353","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6671","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6337","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6921","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6307","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14287","1","1","1","1","1","1","0","20171210","20180603"
"FS37_14267","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7316","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7266","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6847","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6943","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7020","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6973","1","1","1","1","1","1","0","20171210","20180603"
"FS37_13854","1","1","1","1","1","1","0","20171210","20180603"
"FS37_7213","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6817","1","1","1","1","1","1","0","20171210","20180603"
"FS37_13834","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5689","1","1","1","1","1","1","0","20171210","20180603"
"FS37_6778","1","1","1","1","1","1","0","20171210","20180603"
"FS37_5278","1","1","1","1","1","1","0","20171210","20180603"
"FS38_13960","1","1","1","1","1","0","0","20171210","20180609"
"FS38_13920","1","1","1","1","1","0","0","20171210","20180609"
"FS38_7182","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12300","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6801","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6002","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12352","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14087","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6461","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6601","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6370","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12196","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14227","1","1","1","1","1","0","0","20171210","20180609"
"FS38_7071","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14589","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6154","1","1","1","1","1","0","0","20171210","20180609"
"FS38_4034","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12158","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6201","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14471","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12267","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14491","1","1","1","1","1","0","0","20171210","20180609"
"FS38_7041","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6124","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12224","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14207","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12398","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6064","1","1","1","1","1","0","0","20171210","20180609"
"FS38_13906","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6732","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14037","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6525","1","1","1","1","1","0","0","20171210","20180609"
"FS38_5852","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14505","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12478","1","1","1","1","1","0","0","20171210","20180609"
"FS38_5912","1","1","1","1","1","0","0","20171210","20180609"
"FS38_7031","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6278","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12724","1","1","1","1","1","0","0","20171210","20180609"
"FS38_7146","1","1","1","1","1","0","0","20171210","20180609"
"FS38_13994","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6875","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6248","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14539","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14342","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6555","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12560","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14107","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14362","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12314","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14519","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6633","1","1","1","1","1","0","0","20171210","20180609"
"FS38_13980","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14322","1","1","1","1","1","0","0","20171210","20180609"
"FS38_7129","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6702","1","1","1","1","1","0","0","20171210","20180609"
"FS38_5790","1","1","1","1","1","0","0","20171210","20180609"
"FS38_14451","1","1","1","1","1","0","0","20171210","20180609"
"FS38_5806","1","1","1","1","1","0","0","20171210","20180609"
"FS38_6477","1","1","1","1","1","0","0","20171210","20180609"
"FS38_5942","1","1","1","1","1","0","0","20171210","20180609"
"FS38_12541","1","1","1","1","1","0","0","20171210","20180609"
"FS39_3627","0","0","0","0","0","1","1","20171210","20180527"
"FS39_3547","0","0","0","0","0","1","1","20171210","20180527"
"FS41_15741","1","0","0","0","0","0","0","20171218","20171223"
"FS41_16039","1","0","0","0","0","0","0","20171217","20171222"
"FS41_15848","1","0","0","0","0","0","0","20171218","20171222"
"FS41_15902","1","0","0","0","0","0","0","20171219","20171223"
"FS41_15681","1","0","0","0","0","0","0","20171217","20171222"
"FS41_16107","1","0","0","0","0","0","0","20171218","20171223"
"FS41_3014","1","0","0","0","0","0","0","20171210","20180604"
"FS42_15682","0","1","0","0","0","0","0","20171217","20171222"
"FS42_16108","0","1","0","0","0","0","0","20171218","20171223"
"FS42_15742","0","1","0","0","0","0","0","20171218","20171223"
"FS42_16040","0","1","0","0","0","0","0","20171217","20171222"
"FS42_15903","0","1","0","0","0","0","0","20171219","20171223"
"FS42_15849","0","1","0","0","0","0","0","20171218","20171222"
"FS43_15904","0","0","1","0","0","0","0","20171219","20171223"
"FS43_15743","0","0","1","0","0","0","0","20171218","20171223"
"FS43_16109","0","0","1","0","0","0","0","20171218","20171223"
"FS44_15850","0","0","0","1","0","0","0","20171218","20171222"
"FS44_15683","0","0","0","1","0","0","0","20171217","20171222"
"FS44_16041","0","0","0","1","0","0","0","20171217","20171222"
"FS45_15851","0","0","0","0","1","0","0","20171218","20171222"
"FS45_15744","0","0","0","0","1","0","0","20171218","20171223"
"FS45_15684","0","0","0","0","1","0","0","20171217","20171222"
"FS45_15905","0","0","0","0","1","0","0","20171219","20171223"
"FS45_16110","0","0","0","0","1","0","0","20171218","20171223"
"FS45_16042","0","0","0","0","1","0","0","20171217","20171222"
"FS46_7288","0","0","0","0","0","1","0","20171210","20180609"
"FS46_2639","0","0","0","0","0","1","0","20171210","20180609"
"FS46_12699","0","0","0","0","0","1","0","20171210","20180609"
"FS46_14624","0","0","0","0","0","1","0","20171210","20180609"
"FS46_15745","0","0","0","0","0","1","0","20171218","20171223"
"FS46_15685","0","0","0","0","0","1","0","20171217","20171222"
"FS46_6750","0","0","0","0","0","1","0","20180113","20180526"
"FS46_6749","0","0","0","0","0","1","0","20171210","20171230"
"FS46_13534","0","0","0","0","0","1","0","20171210","20180609"
"FS46_15852","0","0","0","0","0","1","0","20171218","20171222"
"FS46_16043","0","0","0","0","0","1","0","20171217","20171222"
"FS46_6183","0","0","0","0","0","1","0","20171210","20171230"
"FS46_16111","0","0","0","0","0","1","0","20171218","20171223"
"FS46_12076","0","0","0","0","0","1","0","20171210","20180609"
"FS46_6230","0","0","0","0","0","1","0","20171210","20171230"
"FS46_14246","0","0","0","0","0","1","0","20171210","20180609"
"FS46_6184","0","0","0","0","0","1","0","20180113","20180526"
"FS46_15906","0","0","0","0","0","1","0","20171219","20171223"
"FS46_12237","0","0","0","0","0","1","0","20171210","20180609"
"FS46_13517","0","0","0","0","0","1","0","20171210","20180609"
"FS46_6231","0","0","0","0","0","1","0","20180113","20180526"
"FS46_6429","0","0","0","0","0","1","0","20171210","20180609"
